treatment_sample_ID,pert_id,expected_control,status,unmatched_reason,matched_control_count,matched_control_sample_IDs,match_data_source,match_Strains,match_Medium,match_Temperature,match_pert_time,match_pert_time_unit,match_instrument,match_Yeast_cell_plate
B923,#5,Water,matched,,1,B875,WAYB,DHY210,YNB+CSM+2% glucose,30,90,min,CAA,WAY_BP10
B924,#13,Water,matched,,1,B875,WAYB,DHY210,YNB+CSM+2% glucose,30,90,min,CAA,WAY_BP10
B927,#6,DMSO,matched,,1,B904,WAYB,CGD,YNB+CSM+2% glucose,30,90,min,CAA,WAY_BP10
B929,#6,DMSO,matched,,1,B906,WAYB,BAH,YNB+CSM+2% glucose,30,90,min,CAA,WAY_BP10
B933,#6,DMSO,matched,,1,B910,WAYB,CEK,YNB+CSM+2% glucose,30,90,min,CAA,WAY_BP10
B935,#6,DMSO,matched,,1,B912,WAYB,DHY210,YNB+CSM+2% glucose,30,90,min,CAA,WAY_BP10
B939,#7,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB,CGD,YNB+CSM+2% glucose,30,90,min,CAA,WAY_BP10
B941,#7,Water,matched,,1,B869,WAYB,BAH,YNB+CSM+2% glucose,30,90,min,CAA,WAY_BP10
B942,#15,Water,matched,,1,B869,WAYB,BAH,YNB+CSM+2% glucose,30,90,min,CAA,WAY_BP10
B945,#7,Water,matched,,1,B873,WAYB,CEK,YNB+CSM+2% glucose,30,90,min,CAA,WAY_BP10
B946,#15,Water,matched,,1,B873,WAYB,CEK,YNB+CSM+2% glucose,30,90,min,CAA,WAY_BP10
B947,#7,Water,matched,,1,B875,WAYB,DHY210,YNB+CSM+2% glucose,30,90,min,CAA,WAY_BP10
B948,#15,Water,matched,,1,B875,WAYB,DHY210,YNB+CSM+2% glucose,30,90,min,CAA,WAY_BP10
B952,#16,DMSO,matched,,1,B904,WAYB,CGD,YNB+CSM+2% glucose,30,90,min,CAA,WAY_BP10
B954,#16,DMSO,matched,,1,B906,WAYB,BAH,YNB+CSM+2% glucose,30,90,min,CAA,WAY_BP10
B958,#16,DMSO,matched,,1,B910,WAYB,CEK,YNB+CSM+2% glucose,30,90,min,CAA,WAY_BP10
B960,#16,DMSO,matched,,1,B912,WAYB,DHY210,YNB+CSM+2% glucose,30,90,min,CAA,WAY_BP10
B975,#2,DMSO,matched,,1,B1000,WAYB,CGD,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B976,#10,DMSO,matched,,1,B1000,WAYB,CGD,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B977,#2,DMSO,matched,,1,B1002,WAYB,BAH,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B978,#10,DMSO,matched,,1,B1002,WAYB,BAH,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B981,#2,DMSO,matched,,1,B1006,WAYB,CEK,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B982,#10,DMSO,matched,,1,B1006,WAYB,CEK,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B983,#2,DMSO,matched,,1,B1008,WAYB,DHY210,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B984,#10,DMSO,matched,,1,B1008,WAYB,DHY210,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1011,#5,Water,matched,,1,B963,WAYB,CGD,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1012,#13,Water,matched,,1,B963,WAYB,CGD,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1013,#5,Water,matched,,1,B965,WAYB,BAH,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1014,#13,Water,matched,,1,B965,WAYB,BAH,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1017,#5,Water,matched,,1,B969,WAYB,CEK,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1018,#13,Water,matched,,1,B969,WAYB,CEK,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1019,#5,Water,matched,,1,B971,WAYB,DHY210,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1020,#13,Water,matched,,1,B971,WAYB,DHY210,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1023,#6,DMSO,matched,,1,B1000,WAYB,CGD,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1025,#6,DMSO,matched,,1,B1002,WAYB,BAH,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1029,#6,DMSO,matched,,1,B1006,WAYB,CEK,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1031,#6,DMSO,matched,,1,B1008,WAYB,DHY210,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1035,#7,Water,matched,,1,B963,WAYB,CGD,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1036,#15,Water,matched,,1,B963,WAYB,CGD,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1037,#7,Water,matched,,1,B965,WAYB,BAH,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1038,#15,Water,matched,,1,B965,WAYB,BAH,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1041,#7,Water,matched,,1,B969,WAYB,CEK,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1042,#15,Water,matched,,1,B969,WAYB,CEK,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1043,#7,Water,matched,,1,B971,WAYB,DHY210,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1044,#15,Water,matched,,1,B971,WAYB,DHY210,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1048,#16,DMSO,matched,,1,B1000,WAYB,CGD,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1050,#16,DMSO,matched,,1,B1002,WAYB,BAH,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1054,#16,DMSO,matched,,1,B1006,WAYB,CEK,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1056,#16,DMSO,matched,,1,B1008,WAYB,DHY210,YNB+CSM+2% glucose,30,120,min,O,WAY_BP11
B1071,#2,DMSO,matched,,1,B1096,WAYB,CGD,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1072,#10,DMSO,matched,,1,B1096,WAYB,CGD,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1073,#2,DMSO,matched,,1,B1098,WAYB,BAH,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1074,#10,DMSO,matched,,1,B1098,WAYB,BAH,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1077,#2,DMSO,matched,,1,B1102,WAYB,CEK,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1078,#10,DMSO,matched,,1,B1102,WAYB,CEK,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1079,#2,DMSO,matched,,1,B1104,WAYB,DHY210,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1080,#10,DMSO,matched,,1,B1104,WAYB,DHY210,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1107,#5,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB,CGD,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1108,#13,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB,CGD,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1109,#5,Water,matched,,1,B1061,WAYB,BAH,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1110,#13,Water,matched,,1,B1061,WAYB,BAH,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1113,#5,Water,matched,,1,B1065,WAYB,CEK,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1114,#13,Water,matched,,1,B1065,WAYB,CEK,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1115,#5,Water,matched,,1,B1067,WAYB,DHY210,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1116,#13,Water,matched,,1,B1067,WAYB,DHY210,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1119,#6,DMSO,matched,,1,B1096,WAYB,CGD,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1121,#6,DMSO,matched,,1,B1098,WAYB,BAH,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1125,#6,DMSO,matched,,1,B1102,WAYB,CEK,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1127,#6,DMSO,matched,,1,B1104,WAYB,DHY210,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1131,#7,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB,CGD,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1132,#15,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB,CGD,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1134,#15,Water,matched,,1,B1061,WAYB,BAH,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1137,#7,Water,matched,,1,B1065,WAYB,CEK,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1138,#15,Water,matched,,1,B1065,WAYB,CEK,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1139,#7,Water,matched,,1,B1067,WAYB,DHY210,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1140,#15,Water,matched,,1,B1067,WAYB,DHY210,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1144,#16,DMSO,matched,,1,B1096,WAYB,CGD,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1146,#16,DMSO,matched,,1,B1098,WAYB,BAH,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1150,#16,DMSO,matched,,1,B1102,WAYB,CEK,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1152,#16,DMSO,matched,,1,B1104,WAYB,DHY210,YNB+CSM+2% glucose,30,240,min,CAC,WAY_BP12
B1167,#2,DMSO,matched,,1,B1192,WAYB,CGD,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1168,#10,DMSO,matched,,1,B1192,WAYB,CGD,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1169,#2,DMSO,matched,,1,B1194,WAYB,BAH,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1170,#10,DMSO,matched,,1,B1194,WAYB,BAH,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1173,#2,DMSO,matched,,1,B1198,WAYB,CEK,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1174,#10,DMSO,matched,,1,B1198,WAYB,CEK,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1175,#2,DMSO,matched,,1,B1200,WAYB,DHY210,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1176,#10,DMSO,matched,,1,B1200,WAYB,DHY210,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1203,#5,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB,CGD,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1204,#13,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB,CGD,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1205,#5,Water,matched,,1,B1157,WAYB,BAH,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1206,#13,Water,matched,,1,B1157,WAYB,BAH,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1209,#5,Water,matched,,1,B1161,WAYB,CEK,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1210,#13,Water,matched,,1,B1161,WAYB,CEK,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1211,#5,Water,matched,,1,B1163,WAYB,DHY210,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1212,#13,Water,matched,,1,B1163,WAYB,DHY210,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1215,#6,DMSO,matched,,1,B1192,WAYB,CGD,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1217,#6,DMSO,matched,,1,B1194,WAYB,BAH,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1221,#6,DMSO,matched,,1,B1198,WAYB,CEK,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1223,#6,DMSO,matched,,1,B1200,WAYB,DHY210,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1227,#7,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB,CGD,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1228,#15,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB,CGD,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1229,#7,Water,matched,,1,B1157,WAYB,BAH,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1230,#15,Water,matched,,1,B1157,WAYB,BAH,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1233,#7,Water,matched,,1,B1161,WAYB,CEK,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1234,#15,Water,matched,,1,B1161,WAYB,CEK,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1235,#7,Water,matched,,1,B1163,WAYB,DHY210,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1236,#15,Water,matched,,1,B1163,WAYB,DHY210,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1240,#16,DMSO,matched,,1,B1192,WAYB,CGD,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1242,#16,DMSO,matched,,1,B1194,WAYB,BAH,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1246,#16,DMSO,matched,,1,B1198,WAYB,CEK,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1248,#16,DMSO,matched,,1,B1200,WAYB,DHY210,YNB+CSM+2% galactose,37,15,min,WAH,WAY_BP13
B1263,#2,DMSO,matched,,1,B1288,WAYB,CGD,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1264,#10,DMSO,matched,,1,B1288,WAYB,CGD,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1265,#2,DMSO,matched,,1,B1290,WAYB,BAH,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1266,#10,DMSO,matched,,1,B1290,WAYB,BAH,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1269,#2,DMSO,matched,,1,B1294,WAYB,CEK,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1270,#10,DMSO,matched,,1,B1294,WAYB,CEK,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1271,#2,DMSO,matched,,1,B1296,WAYB,DHY210,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1299,#5,Water,matched,,1,B1251,WAYB,CGD,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1300,#13,Water,matched,,1,B1251,WAYB,CGD,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1301,#5,Water,matched,,1,B1253,WAYB,BAH,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1302,#13,Water,matched,,1,B1253,WAYB,BAH,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1305,#5,Water,matched,,1,B1257,WAYB,CEK,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1306,#13,Water,matched,,1,B1257,WAYB,CEK,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1307,#5,Water,matched,,1,B1259,WAYB,DHY210,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1308,#13,Water,matched,,1,B1259,WAYB,DHY210,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1311,#6,DMSO,matched,,1,B1288,WAYB,CGD,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1313,#6,DMSO,matched,,1,B1290,WAYB,BAH,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1317,#6,DMSO,matched,,1,B1294,WAYB,CEK,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1319,#6,DMSO,matched,,1,B1296,WAYB,DHY210,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1323,#7,Water,matched,,1,B1251,WAYB,CGD,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1324,#15,Water,matched,,1,B1251,WAYB,CGD,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1325,#7,Water,matched,,1,B1253,WAYB,BAH,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1326,#15,Water,matched,,1,B1253,WAYB,BAH,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1329,#7,Water,matched,,1,B1257,WAYB,CEK,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1330,#15,Water,matched,,1,B1257,WAYB,CEK,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1331,#7,Water,matched,,1,B1259,WAYB,DHY210,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1332,#15,Water,matched,,1,B1259,WAYB,DHY210,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1336,#16,DMSO,matched,,1,B1288,WAYB,CGD,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1338,#16,DMSO,matched,,1,B1290,WAYB,BAH,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1342,#16,DMSO,matched,,1,B1294,WAYB,CEK,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1344,#16,DMSO,matched,,1,B1296,WAYB,DHY210,YNB+CSM+2% galactose,37,30,min,O,WAY_BP14
B1551,#2,DMSO,matched,,1,B1576,WAYB,CGD,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1552,#10,DMSO,matched,,1,B1576,WAYB,CGD,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1553,#2,DMSO,matched,,1,B1578,WAYB,BAH,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1554,#10,DMSO,matched,,1,B1578,WAYB,BAH,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1557,#2,DMSO,matched,,1,B1582,WAYB,CEK,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1558,#10,DMSO,matched,,1,B1582,WAYB,CEK,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1559,#2,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB,DHY210,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1560,#10,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB,DHY210,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1587,#5,Water,matched,,1,B1539,WAYB,CGD,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1588,#13,Water,matched,,1,B1539,WAYB,CGD,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1589,#5,Water,matched,,1,B1541,WAYB,BAH,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1590,#13,Water,matched,,1,B1541,WAYB,BAH,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1593,#5,Water,matched,,1,B1545,WAYB,CEK,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1594,#13,Water,matched,,1,B1545,WAYB,CEK,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1595,#5,Water,matched,,1,B1547,WAYB,DHY210,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1596,#13,Water,matched,,1,B1547,WAYB,DHY210,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1599,#6,DMSO,matched,,1,B1576,WAYB,CGD,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1601,#6,DMSO,matched,,1,B1578,WAYB,BAH,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1605,#6,DMSO,matched,,1,B1582,WAYB,CEK,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1607,#6,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB,DHY210,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1611,#7,Water,matched,,1,B1539,WAYB,CGD,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1612,#15,Water,matched,,1,B1539,WAYB,CGD,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1613,#7,Water,matched,,1,B1541,WAYB,BAH,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1617,#7,Water,matched,,1,B1545,WAYB,CEK,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1618,#15,Water,matched,,1,B1545,WAYB,CEK,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1619,#7,Water,matched,,1,B1547,WAYB,DHY210,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1620,#15,Water,matched,,1,B1547,WAYB,DHY210,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1624,#16,DMSO,matched,,1,B1576,WAYB,CGD,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1626,#16,DMSO,matched,,1,B1578,WAYB,BAH,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1630,#16,DMSO,matched,,1,B1582,WAYB,CEK,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1632,#16,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB,DHY210,YNB+CSM+2% galactose,30,120,min,CAA,WAY_BP17
B1648,#10,DMSO,matched,,1,B1672,WAYB,CGD,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1649,#2,DMSO,matched,,1,B1674,WAYB,BAH,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1650,#10,DMSO,matched,,1,B1674,WAYB,BAH,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1653,#2,DMSO,matched,,1,B1678,WAYB,CEK,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1654,#10,DMSO,matched,,1,B1678,WAYB,CEK,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1655,#2,DMSO,matched,,1,B1680,WAYB,DHY210,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1656,#10,DMSO,matched,,1,B1680,WAYB,DHY210,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1683,#5,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB,CGD,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1684,#13,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB,CGD,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1685,#5,Water,matched,,1,B1637,WAYB,BAH,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1686,#13,Water,matched,,1,B1637,WAYB,BAH,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1689,#5,Water,matched,,1,B1641,WAYB,CEK,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1690,#13,Water,matched,,1,B1641,WAYB,CEK,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1691,#5,Water,matched,,1,B1643,WAYB,DHY210,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1692,#13,Water,matched,,1,B1643,WAYB,DHY210,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1695,#6,DMSO,matched,,1,B1672,WAYB,CGD,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1697,#6,DMSO,matched,,1,B1674,WAYB,BAH,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1701,#6,DMSO,matched,,1,B1678,WAYB,CEK,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1703,#6,DMSO,matched,,1,B1680,WAYB,DHY210,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1707,#7,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB,CGD,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1708,#15,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB,CGD,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1709,#7,Water,matched,,1,B1637,WAYB,BAH,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1710,#15,Water,matched,,1,B1637,WAYB,BAH,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1713,#7,Water,matched,,1,B1641,WAYB,CEK,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1714,#15,Water,matched,,1,B1641,WAYB,CEK,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1715,#7,Water,matched,,1,B1643,WAYB,DHY210,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1716,#15,Water,matched,,1,B1643,WAYB,DHY210,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1722,#16,DMSO,matched,,1,B1674,WAYB,BAH,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1726,#16,DMSO,matched,,1,B1678,WAYB,CEK,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1728,#16,DMSO,matched,,1,B1680,WAYB,DHY210,YNB+CSM+2% galactose,30,240,min,O,WAY_BP18
B1743,#2,DMSO,matched,,1,B1768,WAYB,CGD,YNB+CSM+2% glucose,37,15,min,CAC,WAY_BP19
B1744,#10,DMSO,matched,,1,B1768,WAYB,CGD,YNB+CSM+2% glucose,37,15,min,CAC,WAY_BP19
B1745,#2,DMSO,matched,,1,B1770,WAYB,BAH,YNB+CSM+2% glucose,37,15,min,CAC,WAY_BP19
B1746,#10,DMSO,matched,,1,B1770,WAYB,BAH,YNB+CSM+2% glucose,37,15,min,CAC,WAY_BP19
B1749,#2,DMSO,matched,,1,B1774,WAYB,CEK,YNB+CSM+2% glucose,37,15,min,CAC,WAY_BP19
B1750,#10,DMSO,matched,,1,B1774,WAYB,CEK,YNB+CSM+2% glucose,37,15,min,CAC,WAY_BP19
B1751,#2,DMSO,matched,,1,B1776,WAYB,DHY210,YNB+CSM+2% glucose,37,15,min,CAC,WAY_BP19
B1752,#10,DMSO,matched,,1,B1776,WAYB,DHY210,YNB+CSM+2% glucose,37,15,min,CAC,WAY_BP19
B1779,#5,Water,matched,,1,B1731,WAYB,CGD,YNB+CSM+2% glucose,37,15,min,CAC,WAY_BP19
B1780,#13,Water,matched,,1,B1731,WAYB,CGD,YNB+CSM+2% glucose,37,15,min,CAC,WAY_BP19
B1781,#5,Water,matched,,1,B1733,WAYB,BAH,YNB+CSM+2% glucose,37,15,min,CAC,WAY_BP19
B1782,#13,Water,matched,,1,B1733,WAYB,BAH,YNB+CSM+2% glucose,37,15,min,CAC,WAY_BP19
B1785,#5,Water,matched,,1,B1737,WAYB,CEK,YNB+CSM+2% glucose,37,15,min,CAC,WAY_BP19
B1786,#13,Water,matched,,1,B1737,WAYB,CEK,YNB+CSM+2% glucose,37,15,min,CAC,WAY_BP19
B1787,#5,Water,matched,,1,B1739,WAYB,DHY210,YNB+CSM+2% glucose,37,15,min,CAC,WAY_BP19
B1791,#6,DMSO,matched,,1,B1768,WAYB,CGD,YNB+CSM+2% glucose,37,15,min,CAC,WAY_BP19
B1793,#6,DMSO,matched,,1,B1770,WAYB,BAH,YNB+CSM+2% glucose,37,15,min,CAC,WAY_BP19
B1797,#6,DMSO,matched,,1,B1774,WAYB,CEK,YNB+CSM+2% glucose,37,15,min,CAC,WAY_BP19
